Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Client 31 Accuracy,Client 32 Accuracy,Client 33 Accuracy,Client 34 Accuracy,Client 35 Accuracy,Client 36 Accuracy,Client 37 Accuracy,Client 38 Accuracy,Client 39 Accuracy,Client 40 Accuracy,Client 41 Accuracy,Client 42 Accuracy,Client 43 Accuracy,Client 44 Accuracy,Client 45 Accuracy,Client 46 Accuracy,Client 47 Accuracy,Client 48 Accuracy,Client 49 Accuracy,Client 50 Accuracy,Client 51 Accuracy,Client 52 Accuracy,Client 53 Accuracy,Client 54 Accuracy,Client 55 Accuracy,Client 56 Accuracy,Client 57 Accuracy,Client 58 Accuracy,Client 59 Accuracy,Client 60 Accuracy,Client 61 Accuracy,Client 62 Accuracy,Client 63 Accuracy,Client 64 Accuracy,Client 65 Accuracy,Client 66 Accuracy,Client 67 Accuracy,Client 68 Accuracy,Client 69 Accuracy,Client 70 Accuracy,Client 71 Accuracy,Client 72 Accuracy,Client 73 Accuracy,Client 74 Accuracy,Client 75 Accuracy,Client 76 Accuracy,Client 77 Accuracy,Client 78 Accuracy,Client 79 Accuracy,Client 80 Accuracy,Client 81 Accuracy,Client 82 Accuracy,Client 83 Accuracy,Client 84 Accuracy,Client 85 Accuracy,Client 86 Accuracy,Client 87 Accuracy,Client 88 Accuracy,Client 89 Accuracy,Client 90 Accuracy,Trial,Max Iter
0.9784615384615385,0.9723076923076923,0.96,0.9523076923076923,0.9384615384615385,0.9723076923076923,0.9584615384615385,0.9476923076923077,0.9523076923076923,0.943076923076923,0.9569230769230769,0.9292307692307692,0.9676923076923077,0.9246153846153846,0.9292307692307692,0.9538461538461539,0.9661538461538461,0.9384615384615385,0.9707692307692307,0.9338461538461539,0.9723076923076923,0.9876923076923076,0.9692307692307692,0.9753846153846154,0.9338461538461539,0.9784615384615385,0.963076923076923,0.9676923076923077,0.9538461538461539,0.9538461538461539,0.96,0.9723076923076923,0.9707692307692307,0.9707692307692307,0.9261538461538461,0.9246153846153846,0.963076923076923,0.9753846153846154,0.9384615384615385,0.9523076923076923,0.9584615384615385,0.9707692307692307,0.9215384615384615,0.9492307692307692,0.936923076923077,0.9676923076923077,0.9676923076923077,0.9738461538461538,0.9646153846153847,0.963076923076923,0.9738461538461538,0.9676923076923077,0.9723076923076923,0.9569230769230769,0.963076923076923,0.9584615384615385,0.9707692307692307,0.9569230769230769,0.9692307692307692,0.9646153846153847,0.9569230769230769,0.9569230769230769,0.9646153846153847,0.9692307692307692,0.9661538461538461,0.936923076923077,0.963076923076923,0.9753846153846154,0.963076923076923,0.963076923076923,0.9415384615384615,0.9646153846153847,0.9723076923076923,0.9615384615384616,0.9769230769230769,0.9661538461538461,0.92,0.9615384615384616,0.9661538461538461,0.9738461538461538,0.9738461538461538,0.9707692307692307,0.9615384615384616,0.9676923076923077,0.963076923076923,0.936923076923077,0.963076923076923,0.9646153846153847,0.9769230769230769,0.9492307692307692,0.936923076923077,71,100
0.9753846153846154,0.9676923076923077,0.9723076923076923,0.9692307692307692,0.9446153846153846,0.9553846153846154,0.9815384615384616,0.9646153846153847,0.9676923076923077,0.9569230769230769,0.9707692307692307,0.9476923076923077,0.9646153846153847,0.9646153846153847,0.9692307692307692,0.9615384615384616,0.96,0.9661538461538461,0.963076923076923,0.9615384615384616,0.9584615384615385,0.9784615384615385,0.9692307692307692,0.9769230769230769,0.9676923076923077,0.9538461538461539,0.9615384615384616,0.9292307692307692,0.9692307692307692,0.936923076923077,0.9707692307692307,0.963076923076923,0.9538461538461539,0.9415384615384615,0.9769230769230769,0.9615384615384616,0.9507692307692308,0.9692307692307692,0.9676923076923077,0.9661538461538461,0.8861538461538462,0.9461538461538461,0.9646153846153847,0.9215384615384615,0.9707692307692307,0.9753846153846154,0.9569230769230769,0.9584615384615385,0.9569230769230769,0.9553846153846154,0.9692307692307692,0.9676923076923077,0.9553846153846154,0.943076923076923,0.96,0.9646153846153847,0.9523076923076923,0.9446153846153846,0.9615384615384616,0.9461538461538461,0.963076923076923,0.9230769230769231,0.96,0.9676923076923077,0.9538461538461539,0.9830769230769231,0.9738461538461538,0.9215384615384615,0.9753846153846154,0.9661538461538461,0.9769230769230769,0.9138461538461539,0.9538461538461539,0.963076923076923,0.9723076923076923,0.9523076923076923,0.9523076923076923,0.9661538461538461,0.9523076923076923,0.9723076923076923,0.9723076923076923,0.9553846153846154,0.9553846153846154,0.9738461538461538,0.963076923076923,0.96,0.9323076923076923,0.9753846153846154,0.9446153846153846,0.943076923076923,0.9692307692307692,72,100
0.9861538461538462,0.9738461538461538,0.94,0.9646153846153847,0.9815384615384616,0.9246153846153846,0.9692307692307692,0.9476923076923077,0.963076923076923,0.963076923076923,0.9738461538461538,0.9692307692307692,0.9446153846153846,0.9861538461538462,0.9784615384615385,0.963076923076923,0.9676923076923077,0.963076923076923,0.9507692307692308,0.9707692307692307,0.9507692307692308,0.9384615384615385,0.9615384615384616,0.9753846153846154,0.9707692307692307,0.9661538461538461,0.9723076923076923,0.9830769230769231,0.9276923076923077,0.963076923076923,0.9646153846153847,0.96,0.9615384615384616,0.9553846153846154,0.9261538461538461,0.9569230769230769,0.9692307692307692,0.9446153846153846,0.9769230769230769,0.9661538461538461,0.9753846153846154,0.94,0.9584615384615385,0.9769230769230769,0.9323076923076923,0.9753846153846154,0.96,0.9723076923076923,0.9615384615384616,0.9784615384615385,0.9492307692307692,0.9646153846153847,0.9261538461538461,0.9753846153846154,0.9738461538461538,0.9676923076923077,0.936923076923077,0.96,0.9753846153846154,0.9707692307692307,0.9861538461538462,0.9661538461538461,0.943076923076923,0.9461538461538461,0.9646153846153847,0.9692307692307692,0.9861538461538462,0.98,0.9769230769230769,0.9646153846153847,0.9738461538461538,0.9753846153846154,0.943076923076923,0.9692307692307692,0.9769230769230769,0.9661538461538461,0.9815384615384616,0.9830769230769231,0.9738461538461538,0.9723076923076923,0.9723076923076923,0.9538461538461539,0.96,0.9815384615384616,0.9784615384615385,0.9523076923076923,0.9753846153846154,0.98,0.9769230769230769,0.96,0.9584615384615385,73,100
0.9769230769230769,0.9492307692307692,0.9584615384615385,0.943076923076923,0.9569230769230769,0.9446153846153846,0.9723076923076923,0.963076923076923,0.9446153846153846,0.9538461538461539,0.9569230769230769,0.9692307692307692,0.9846153846153847,0.9769230769230769,0.9753846153846154,0.9446153846153846,0.9538461538461539,0.9615384615384616,0.9784615384615385,0.9569230769230769,0.9615384615384616,0.9707692307692307,0.9646153846153847,0.963076923076923,0.963076923076923,0.94,0.9676923076923077,0.9646153846153847,0.943076923076923,0.9446153846153846,0.98,0.9569230769230769,0.9661538461538461,0.9307692307692308,0.96,0.92,0.9461538461538461,0.9569230769230769,0.96,0.9738461538461538,0.9692307692307692,0.9738461538461538,0.9507692307692308,0.9569230769230769,0.9384615384615385,0.9476923076923077,0.9646153846153847,0.9646153846153847,0.9646153846153847,0.963076923076923,0.9569230769230769,0.9338461538461539,0.9584615384615385,0.9553846153846154,0.9446153846153846,0.9676923076923077,0.9661538461538461,0.9676923076923077,0.9338461538461539,0.9384615384615385,0.9307692307692308,0.9676923076923077,0.9646153846153847,0.96,0.9692307692307692,0.9615384615384616,0.9492307692307692,0.9584615384615385,0.9646153846153847,0.9523076923076923,0.9769230769230769,0.9661538461538461,0.9276923076923077,0.9615384615384616,0.9615384615384616,0.9707692307692307,0.9753846153846154,0.9384615384615385,0.9707692307692307,0.9569230769230769,0.9692307692307692,0.9723076923076923,0.9676923076923077,0.9723076923076923,0.9646153846153847,0.9661538461538461,0.9738461538461538,0.9538461538461539,0.9646153846153847,0.9538461538461539,0.9769230769230769,74,100
0.98,0.9246153846153846,0.9153846153846154,0.9769230769230769,0.963076923076923,0.9584615384615385,0.9476923076923077,0.9676923076923077,0.98,0.9707692307692307,0.9523076923076923,0.9692307692307692,0.9538461538461539,0.9707692307692307,0.963076923076923,0.9661538461538461,0.9769230769230769,0.9230769230769231,0.9676923076923077,0.9769230769230769,0.9692307692307692,0.9769230769230769,0.9738461538461538,0.96,0.96,0.9692307692307692,0.9646153846153847,0.9753846153846154,0.9692307692307692,0.9753846153846154,0.9661538461538461,0.9446153846153846,0.9707692307692307,0.9830769230769231,0.9738461538461538,0.9846153846153847,0.9784615384615385,0.9646153846153847,0.9753846153846154,0.9646153846153847,0.9107692307692308,0.9615384615384616,0.9553846153846154,0.9738461538461538,0.96,0.936923076923077,0.9707692307692307,0.963076923076923,0.9538461538461539,0.9676923076923077,0.943076923076923,0.9769230769230769,0.9569230769230769,0.963076923076923,0.9723076923076923,0.9661538461538461,0.9615384615384616,0.9107692307692308,0.9738461538461538,0.9676923076923077,0.9538461538461539,0.9753846153846154,0.9815384615384616,0.9815384615384616,0.9676923076923077,0.9723076923076923,0.9538461538461539,0.9738461538461538,0.9753846153846154,0.9246153846153846,0.943076923076923,0.9815384615384616,0.9461538461538461,0.936923076923077,0.9723076923076923,0.9538461538461539,0.9769230769230769,0.9492307692307692,0.9784615384615385,0.9307692307692308,0.963076923076923,0.9446153846153846,0.9107692307692308,0.9753846153846154,0.9569230769230769,0.9846153846153847,0.9846153846153847,0.94,0.9846153846153847,0.9661538461538461,0.96,75,100
0.9753846153846154,0.98,0.9584615384615385,0.9769230769230769,0.9584615384615385,0.9323076923076923,0.9230769230769231,0.9661538461538461,0.936923076923077,0.9707692307692307,0.9692307692307692,0.9246153846153846,0.9569230769230769,0.9569230769230769,0.9676923076923077,0.96,0.9507692307692308,0.9676923076923077,0.9138461538461539,0.963076923076923,0.9507692307692308,0.9846153846153847,0.9615384615384616,0.963076923076923,0.9707692307692307,0.9569230769230769,0.963076923076923,0.9553846153846154,0.9492307692307692,0.9661538461538461,0.9492307692307692,0.9707692307692307,0.9707692307692307,0.96,0.9676923076923077,0.963076923076923,0.9676923076923077,0.9676923076923077,0.9753846153846154,0.9723076923076923,0.963076923076923,0.9123076923076923,0.9507692307692308,0.9723076923076923,0.9676923076923077,0.9584615384615385,0.9646153846153847,0.9646153846153847,0.9646153846153847,0.9692307692307692,0.9661538461538461,0.96,0.9553846153846154,0.9707692307692307,0.9661538461538461,0.9569230769230769,0.9707692307692307,0.9553846153846154,0.9307692307692308,0.9307692307692308,0.9492307692307692,0.9230769230769231,0.9353846153846154,0.9646153846153847,0.9507692307692308,0.9646153846153847,0.9615384615384616,0.9446153846153846,0.9615384615384616,0.9661538461538461,0.9461538461538461,0.9723076923076923,0.9692307692307692,0.94,0.9476923076923077,0.9569230769230769,0.9584615384615385,0.9569230769230769,0.9707692307692307,0.9676923076923077,0.9461538461538461,0.9353846153846154,0.9584615384615385,0.9646153846153847,0.9815384615384616,0.9723076923076923,0.9323076923076923,0.9646153846153847,0.9723076923076923,0.9753846153846154,0.9723076923076923,76,100
0.9784615384615385,0.9446153846153846,0.9615384615384616,0.9584615384615385,0.9707692307692307,0.9738461538461538,0.9492307692307692,0.96,0.9784615384615385,0.9692307692307692,0.9476923076923077,0.94,0.9353846153846154,0.96,0.9784615384615385,0.9692307692307692,0.96,0.9615384615384616,0.9538461538461539,0.9646153846153847,0.9538461538461539,0.9646153846153847,0.9338461538461539,0.9661538461538461,0.9692307692307692,0.9646153846153847,0.9569230769230769,0.9738461538461538,0.9661538461538461,0.9338461538461539,0.963076923076923,0.9507692307692308,0.94,0.9384615384615385,0.9707692307692307,0.9738461538461538,0.9661538461538461,0.9738461538461538,0.9723076923076923,0.9661538461538461,0.9461538461538461,0.9553846153846154,0.9569230769230769,0.9569230769230769,0.943076923076923,0.9846153846153847,0.9507692307692308,0.94,0.9676923076923077,0.9446153846153846,0.9615384615384616,0.9661538461538461,0.943076923076923,0.9569230769230769,0.9723076923076923,0.9692307692307692,0.9692307692307692,0.9723076923076923,0.9384615384615385,0.9615384615384616,0.9615384615384616,0.9553846153846154,0.9676923076923077,0.9584615384615385,0.9738461538461538,0.943076923076923,0.9707692307692307,0.9523076923076923,0.9292307692307692,0.9692307692307692,0.9692307692307692,0.94,0.963076923076923,0.936923076923077,0.9738461538461538,0.9676923076923077,0.9569230769230769,0.9553846153846154,0.9707692307692307,0.9230769230769231,0.92,0.9692307692307692,0.9753846153846154,0.96,0.94,0.9523076923076923,0.9692307692307692,0.9323076923076923,0.9661538461538461,0.9476923076923077,0.9723076923076923,77,100
0.9784615384615385,0.9569230769230769,0.9523076923076923,0.9646153846153847,0.9538461538461539,0.96,0.9446153846153846,0.9446153846153846,0.9753846153846154,0.9676923076923077,0.9569230769230769,0.963076923076923,0.943076923076923,0.936923076923077,0.9446153846153846,0.9646153846153847,0.963076923076923,0.9738461538461538,0.9723076923076923,0.9646153846153847,0.9769230769230769,0.9584615384615385,0.9276923076923077,0.9707692307692307,0.9738461538461538,0.9507692307692308,0.943076923076923,0.9646153846153847,0.9492307692307692,0.98,0.9415384615384615,0.9661538461538461,0.9492307692307692,0.98,0.94,0.9538461538461539,0.9646153846153847,0.9584615384615385,0.9738461538461538,0.9461538461538461,0.963076923076923,0.9538461538461539,0.9384615384615385,0.9476923076923077,0.9661538461538461,0.963076923076923,0.9676923076923077,0.9615384615384616,0.9646153846153847,0.9692307692307692,0.9646153846153847,0.9707692307692307,0.963076923076923,0.9646153846153847,0.9830769230769231,0.9492307692307692,0.943076923076923,0.9476923076923077,0.936923076923077,0.9615384615384616,0.9738461538461538,0.9338461538461539,0.96,0.9784615384615385,0.96,0.9246153846153846,0.9476923076923077,0.9753846153846154,0.9584615384615385,0.9446153846153846,0.9538461538461539,0.9676923076923077,0.9692307692307692,0.9830769230769231,0.9692307692307692,0.9323076923076923,0.9646153846153847,0.9615384615384616,0.9707692307692307,0.9784615384615385,0.9646153846153847,0.9523076923076923,0.9553846153846154,0.936923076923077,0.9769230769230769,0.9584615384615385,0.9415384615384615,0.9569230769230769,0.9507692307692308,0.96,0.9523076923076923,78,100
0.9784615384615385,0.9676923076923077,0.9738461538461538,0.936923076923077,0.9692307692307692,0.9753846153846154,0.9692307692307692,0.9723076923076923,0.9738461538461538,0.9769230769230769,0.9738461538461538,0.9846153846153847,0.9353846153846154,0.9569230769230769,0.9569230769230769,0.963076923076923,0.9492307692307692,0.9538461538461539,0.9769230769230769,0.943076923076923,0.9338461538461539,0.9553846153846154,0.963076923076923,0.9615384615384616,0.9353846153846154,0.9784615384615385,0.9723076923076923,0.96,0.98,0.963076923076923,0.9707692307692307,0.9507692307692308,0.9707692307692307,0.9415384615384615,0.9523076923076923,0.9538461538461539,0.9707692307692307,0.9738461538461538,0.96,0.9692307692307692,0.9476923076923077,0.9338461538461539,0.963076923076923,0.9661538461538461,0.9584615384615385,0.9723076923076923,0.9661538461538461,0.963076923076923,0.963076923076923,0.9676923076923077,0.9553846153846154,0.9323076923076923,0.9615384615384616,0.9815384615384616,0.9353846153846154,0.9215384615384615,0.9692307692307692,0.9738461538461538,0.9446153846153846,0.9615384615384616,0.9353846153846154,0.936923076923077,0.9769230769230769,0.9676923076923077,0.94,0.9353846153846154,0.9584615384615385,0.9738461538461538,0.9646153846153847,0.9246153846153846,0.9646153846153847,0.9646153846153847,0.9753846153846154,0.9553846153846154,0.9707692307692307,0.9646153846153847,0.963076923076923,0.9707692307692307,0.9184615384615384,0.9707692307692307,0.9769230769230769,0.9646153846153847,0.9753846153846154,0.9569230769230769,0.9569230769230769,0.9538461538461539,0.9461538461538461,0.9646153846153847,0.9753846153846154,0.9676923076923077,0.963076923076923,79,100
0.9784615384615385,0.9707692307692307,0.9738461538461538,0.9492307692307692,0.9461538461538461,0.9476923076923077,0.9476923076923077,0.9415384615384615,0.9676923076923077,0.9415384615384615,0.9707692307692307,0.9446153846153846,0.9661538461538461,0.9584615384615385,0.92,0.9153846153846154,0.9753846153846154,0.9707692307692307,0.98,0.9676923076923077,0.9569230769230769,0.92,0.9538461538461539,0.96,0.9384615384615385,0.9523076923076923,0.9384615384615385,0.9784615384615385,0.9676923076923077,0.9523076923076923,0.9292307692307692,0.9615384615384616,0.9815384615384616,0.9584615384615385,0.943076923076923,0.9615384615384616,0.9753846153846154,0.9538461538461539,0.9738461538461538,0.9692307692307692,0.9646153846153847,0.9584615384615385,0.9753846153846154,0.9415384615384615,0.9507692307692308,0.9661538461538461,0.9738461538461538,0.9661538461538461,0.9661538461538461,0.9292307692307692,0.9646153846153847,0.9292307692307692,0.9569230769230769,0.9615384615384616,0.9738461538461538,0.9569230769230769,0.963076923076923,0.9523076923076923,0.9707692307692307,0.9707692307692307,0.9723076923076923,0.963076923076923,0.9723076923076923,0.9523076923076923,0.9676923076923077,0.9276923076923077,0.9707692307692307,0.9753846153846154,0.9723076923076923,0.9184615384615384,0.9723076923076923,0.9230769230769231,0.9692307692307692,0.9784615384615385,0.9815384615384616,0.9676923076923077,0.9615384615384616,0.9215384615384615,0.9646153846153847,0.96,0.9784615384615385,0.9661538461538461,0.9646153846153847,0.9861538461538462,0.9538461538461539,0.9461538461538461,0.9769230769230769,0.96,0.9753846153846154,0.9476923076923077,0.9738461538461538,80,100
0.9738461538461538,0.94,0.9292307692307692,0.9569230769230769,0.9676923076923077,0.9723076923076923,0.963076923076923,0.9784615384615385,0.9461538461538461,0.9646153846153847,0.9569230769230769,0.9738461538461538,0.9661538461538461,0.9676923076923077,0.9446153846153846,0.9523076923076923,0.9738461538461538,0.963076923076923,0.9538461538461539,0.9676923076923077,0.9753846153846154,0.9476923076923077,0.9553846153846154,0.9584615384615385,0.9476923076923077,0.9784615384615385,0.9707692307692307,0.9615384615384616,0.9723076923076923,0.9738461538461538,0.9676923076923077,0.9384615384615385,0.94,0.9538461538461539,0.9569230769230769,0.9676923076923077,0.9646153846153847,0.9292307692307692,0.9615384615384616,0.9723076923076923,0.916923076923077,0.9292307692307692,0.9292307692307692,0.9538461538461539,0.9723076923076923,0.9092307692307692,0.9753846153846154,0.9276923076923077,0.9215384615384615,0.9338461538461539,0.9307692307692308,0.963076923076923,0.9738461538461538,0.9523076923076923,0.9476923076923077,0.9569230769230769,0.9661538461538461,0.9676923076923077,0.9692307692307692,0.9661538461538461,0.936923076923077,0.9753846153846154,0.9646153846153847,0.9676923076923077,0.9676923076923077,0.9507692307692308,0.94,0.9815384615384616,0.9584615384615385,0.963076923076923,0.9676923076923077,0.9753846153846154,0.9584615384615385,0.9584615384615385,0.9738461538461538,0.9538461538461539,0.9292307692307692,0.9738461538461538,0.9769230769230769,0.9830769230769231,0.9492307692307692,0.9569230769230769,0.9661538461538461,0.9276923076923077,0.9584615384615385,0.9784615384615385,0.9492307692307692,0.9507692307692308,0.96,0.9753846153846154,0.94,81,100
0.98,0.96,0.9661538461538461,0.9523076923076923,0.9553846153846154,0.9584615384615385,0.9446153846153846,0.9707692307692307,0.9476923076923077,0.9692307692307692,0.963076923076923,0.9769230769230769,0.943076923076923,0.9738461538461538,0.9723076923076923,0.9538461538461539,0.9769230769230769,0.9384615384615385,0.9138461538461539,0.9584615384615385,0.98,0.9076923076923077,0.9692307692307692,0.9261538461538461,0.9723076923076923,0.94,0.9692307692307692,0.9092307692307692,0.9661538461538461,0.9769230769230769,0.94,0.9753846153846154,0.9692307692307692,0.9615384615384616,0.9615384615384616,0.9646153846153847,0.9261538461538461,0.9738461538461538,0.9784615384615385,0.96,0.9738461538461538,0.9738461538461538,0.9461538461538461,0.9415384615384615,0.963076923076923,0.9584615384615385,0.9738461538461538,0.9738461538461538,0.9692307692307692,0.9753846153846154,0.9738461538461538,0.9184615384615384,0.9646153846153847,0.9692307692307692,0.9661538461538461,0.9507692307692308,0.9292307692307692,0.9830769230769231,0.9738461538461538,0.9830769230769231,0.9707692307692307,0.9769230769230769,0.9538461538461539,0.9584615384615385,0.9553846153846154,0.9661538461538461,0.9738461538461538,0.9646153846153847,0.98,0.9738461538461538,0.9584615384615385,0.98,0.94,0.9492307692307692,0.9584615384615385,0.9723076923076923,0.9753846153846154,0.9661538461538461,0.9707692307692307,0.9707692307692307,0.9507692307692308,0.9738461538461538,0.943076923076923,0.96,0.9553846153846154,0.9523076923076923,0.9846153846153847,0.963076923076923,0.9830769230769231,0.9538461538461539,0.9738461538461538,82,100
